role,company,exp,salary,location,desc,req
Data Scientist/ Academic Counselor,GREAT LAKES E-LEARNING SERVICES PRIVATE LIMITED,2-7 Yrs,Not disclosed,"Chennai, Bengaluru",Graduate with an exceptional academic track recordTravel to other cities if required to...,"Data Science
Artificial Intelligence
training
Tableau
Machine Learning
Python
sql"
Data Engineer,Ralph Lauren,5-10 Yrs,Not disclosed,Bengaluru,This role will require both creative and collaborative working with IT and the wider bu...,"Microstrategy
Automation
Agile
Data structures
Apache
Open source
Information technology
Analytics"
Principal Machine Learning Engineer,TVS MOTOR COMPANY LTD,4-9 Yrs,Not disclosed,Bengaluru,Organization & Role1) TVS D&A Team: TVS Motor Company is the third largest 2-wheeler co...,Machine Learning
Lead / Senior Lead Consultant - Business Consulting - Nexdigm (SKP),Nexdigm Private Limited,7-10 Yrs,Not disclosed,"Pune(Baner Pashan Link Road), Gurgaon(Cyber City)","Understand client requirements, address business challenges, structure requirement into...","Engagement Management
Data Science
Communication Skills
decision science
Business Consulting
Business Analytics
Advanced Analytics
Data Analysis"
Data Scientist/ Academic Counselor,GREAT LAKES E-LEARNING SERVICES PRIVATE LIMITED,2-7 Yrs,Not disclosed,"Chennai, Bengaluru",Graduate with an exceptional academic track recordTravel to other cities if required to...,"Data Science
Artificial Intelligence
training
Tableau
Machine Learning
Python
sql"
Data Scientist (Machine Learning)/Artificial Intelligence,GrayRipples.com,1-6 Yrs,Not disclosed,"Bengaluru, Hyderabad",Programming experience (in any programming language) is a must3+ year experience workin...,"Artificial Intelligence
Machine Learning"
Data Scientist | Integreon Managed Solutions | Mumbai,INTEGREON MANAGED SOLUTIONS INDIA PVT LIMITED,2-7 Yrs,Not disclosed,Mumbai,"Job Description: Data Scientist Who we are: Integreon is a trusted, global provider of ...","analytics
python
tableau
regression
predictive modeling
data scientist
statistical modeling
market analysis"
Tomtom is Hiring For Senior Data Scientist,TomTom India Private Limited,8-12 Yrs,Not disclosed,Pune,"Bachelors / Masters/PHD in Computer science, Mathematics, Statistics or equivalent fiel...","Pytorch
Tensorflow
Data Science
Object Detection
Cnn
NLP
Computer Vision
Machine Learning"
Junior Data Scientist - Deep & Machine Learning,i3systems Pvt Ltd,1-3 Yrs,Not disclosed,Mumbai,It is driven by a technically strong team from IIT and backed by Insurance expertsRequi...,"NLP
Data Pipeline
Data Scientist
MySQL
Neural Networks
Statistical Analyst
Data Modeling
Machine Learning"
Data Science Engineer - R/python,Techstar Software Development India Pvt. Ltd.,3-6 Yrs,Not disclosed,Bengaluru,Who can join Immediate - 20 days is only preferred,"Data Science
Data Ingestion
Tensorflow
R
Data Scientist
PySpark
Statistical Modeling
Machine Learning"
Data Scientist,LatentView Analytics Private Limited,3-5 Yrs,Not disclosed,Chennai,"on R / SAS is preferred3+ years- experience in a related position, as a data scientist ...","Predictive Modeling
R
Statistical Modeling
Machine Learning
SQL
Python"
Data Visualization Designer,Ralph Lauren,4-9 Yrs,Not disclosed,Bengaluru,"The Data Visualization Designer is an emerging role in Ralph Lauren s Analytics team, a...","Hospitality
Data analysis
Automation
Data management
MIS
Analytical
Customer service
Business intelligence"
Member Of Technical Staff - MTS,Athenahealth India,1-5 Yrs,Not disclosed,Bengaluru,"As a Data Scientist, you will apply advanced machine learning technology to athena's on...","Computer science
C++
Data analysis
Coding
Machine learning
Healthcare
Perl
Analytics"
Principal Data Scientist,CornerstoneOnDemand,10-20 Yrs,"25,00,000 - 40,00,000 PA.",Bengaluru,Must have experience in: Experience in following is a plus:,"Pytorch
Natural Language Processing"
Lead Data Scientist - Machine Learning/ Algorithm,Meru Mobility Tech Pvt Ltd,5-10 Yrs,Not disclosed,Mumbai,Experience creating and using advanced machine learning algorithms and statistics: regr...,"Data Science
R
Hive
NLP
Data Scientist
Tableau
Regression Modeling
Machine Learning"
"Principal, Applied Math & Stats",AT and T Global Business Services India P. Ltd.,3-6 Yrs,Not disclosed,Bengaluru,Overall Purpose Experienced data scientist position that uses highly advanced skills in...,"Business process
Data analysis
Networking
Data management
Process improvement
Analytical
Data mining
Risk management"
Traffic Microsimulation Engineer,ICAV Tech Pvt. Ltd.,3-8 Yrs,Not disclosed,India,ICAV Tech https://icavtech.com/ is a BPO (Business Process Outsourcing) company with a ...,"Microsimulation
Artificial Intelligence
SUMO Simulation
C++
Algorithms
C
Software Engineering
Data Analysis"
Urgently Looking For Software Developer - NLP/ Machine Learning/ AI,Zibal Technologies Pvt Ltd,2-6 Yrs,Not disclosed,Noida,"Should be Proficient in python libraries i.e pandas, numpy, scipy, stats, Sklearn Shoul...","IT Skills
Python
Machine Learning
rest api
Artificial Intelligence
Text Analytics
python developer
Machine Learning"
Research Analyst Required in Poland,Pleco Migration Private Limited,2-7 Yrs,"25,00,000 - 40,00,000 PA.","Canada, Poland","Call to Deepika- 8448366479 Responsible for researching, analyzing, interpreting and pr...","Business Analyst
Market Research Executive
data research
research analysis
research analyst
Data Analyst
Market Research Manager
market research analyst"
MIS Executive,VGM Consultants (P) Ltd,3-6 Yrs,Not disclosed,Kolkata,Shift & Net login Hours Adherence reportShould be from BPO backgroundGood understanding...,"Management Reporting
Data analysis
advance excel
MIS Reporting
dashboards"
Senior Data Science Engineer - Machine Learning/ Python,PayMe India,4-9 Yrs,Not disclosed,Noida,Position : Data Science Developer Exp-5 to 8 Yr. JD : We are looking for a data scienti...,"Predictive Modeling
Data Science
Data Scientist
Data Management
Data Mining
Data Analytics
Machine Learning
Deep Learning"
Sr. Data Scientist,WM,5-7 Yrs,Not disclosed,Gurgaon Gurugram,Roles and ResponsibilitiesManipulating data sets and building analytical models.Coding ...,"Pytorch
CNN
RNN
User Network
Pattern Recog
Video Processing
Image Processing
Tensor Flow"
"Manager , Data Science",Onet,10-12 Yrs,Not disclosed,Bengaluru,Job Description The PeopleCloud Customer team is looking for a talented team player in ...,"Data Science
Data Scientist
Hadoop
Big Data
Statistical Modeling
Neural Networks
Data Mining
Machine Learning"
Senior Software Engineer,Eurofins It Solutions India Pvt Ltd,5-7 Yrs,Not disclosed,Bengaluru,"Job description: Create and maintain optimal data pipeline architecture Assemble large,...","IT Skills
Python
Cloud
Big Data
AWS
Tableau
Power BI
Azure"
Data Analyst,Telstra ICC @Bangalore,5-7 Yrs,Not disclosed,"Bengaluru, Bangalore","Telstra is Australia's leading telecommunications and technology company, with operatio...",Data Analyst
Apps Systems Engineer 5,Wells Fargo India Solutions Pvt. Ltd.,4-7 Yrs,Not disclosed,Hyderabad,Responsibilities: Lead technological and business analysis activities where Agile or Wa...,"Performance tuning
ERP
Linux
Cognos
MySQL
Datastage
Agile
Workflow"
MTS III Cslt Sys Engrg,Verizon Data Services India Pvt.Ltd,7-10 Yrs,Not disclosed,Chennai,What you ll be doing : This position requires a background in understanding and measuri...,"IT Skills
Java
Python
Quality Assurance
Program Management
Data analysis
Operations research
Business transformation"
"Staff Engineer, Microbiology",SGTC India,8-13 Yrs,Not disclosed,Gurgaon,Receive alerts with new job opportunities that match your interests Receive relevant co...,"Data analysis
Assurance
ISO 13485
Surgical
Microbiology
Manufacturing process
Pharma
Analytical"
Tech Lead,Larsen & Toubro Infotech Limited,3-5 Yrs,Not disclosed,india,Responsibilities: Determine and apply the right analysis method for a given business pr...,"IT Skills
Data Science
Machine Learning
Computer science
Data analysis
Machine learning
Programming
Mining engineering"
Lymbyc-Implementation Lead,Larsen & Toubro Infotech Limited,8-13 Yrs,Not disclosed,india,1) Understanding of Datasets / Business understanding of KPIs - How metrices impact bus...,"IT Skills
Project Management
BPO
project management
Data analysis
Excel
SQL database
Project management"
Incident Manager,IG Infotech (India) Pvt. Ltd.,4-7 Yrs,Not disclosed,Bengaluru,Job Description IG s Incident Management team is responsible for ensuring Incidents adv...,"Service management
Analytical skills
Root cause analysis
Data analysis
financial products
Finance
Incident management
ITIL"
Incident Manager,IG Group,4-8 Yrs,Not disclosed,Bengaluru,Job Description IG s Incident Management team is responsible for ensuring Incidents adv...,"Service management
Analytical skills
Root cause analysis
Data analysis
financial products
Finance
Incident management
ITIL"
"Sr Specialist , QUADs",Gartner India Research & Advisory Services Pvt Ltd,3-5 Yrs,Not disclosed,Gurgaon,"What you will do: Tell stories with data through expert analysis, interpretation, and d...","IT Skills
Python
Data Science
Tableau
Power BI
Data Science
Diversity And Inclusion
Consulting"
Senior Executive / Assistant Manager - Procurement,SunShell Power private limited,3-5 Yrs,Not disclosed,"Gurgaon, Kolkata",Job Description: Liaises with key company employees to determine their product and serv...,"Procurement Head
Supply chain management
ERP
Data analysis
Networking
Financial analysis
Project management
Strategic planning"
Civil Construction Engineer,Brunel India Pvt Ltd,5-8 Yrs,Not disclosed,"Farakka,West Bengal","We re hiring Civil Construction Engineer, for a leading MNC, delivering global standard...","Mining
Data analysis
Construction
HTML
Life sciences
Engineering Design
ICT
Civil engineering"
"Senior Consultant, eDiscovery","FTI Consulting, Inc.",3-8 Yrs,Not disclosed,Ahmedabad,"About the Role This job may involve working in areas such as Investigations, Informatio...","Data analysis
Excel
Linux
Data management
Project management
Consulting
Data collection
Workflow"
Inside Sales / Telecaller,3m Digital,0-1 Yrs,Not disclosed,Bengaluru,Qualification : Any Graduate Experience : 0 to 1 years (Preferably in Messaging Industr...,"Cold calling
Outbound
Help Desk
Customer Service
data analysis
customer relationship
Telephony support
Information"
Software Intern,Extern Labs Pvt. Ltd.,0-1 Yrs,Not disclosed,Jaipur,Roles andResponsibilities: Assess new application ideas. Work on assignments given by a...,"C++
Data analysis
Coding
Postgresql
Machine learning
Javascript
Data structures
SQL"
Software Trainee,Extern Labs Pvt. Ltd.,0-1 Yrs,Not disclosed,Jaipur,Roles and Responsibilities: Assess new application ideas. Work on assignments given by ...,"C++
Data analysis
Coding
Postgresql
Machine learning
Javascript
Data structures
SQL"
VP- Support Services Program-MVP,Iron Systems India Pvt. Ltd,15-18 Yrs,Not disclosed,Noida,"Global Leader in Turnkey, Integration, Supply Chain, Field Deployment & Support Service...","Procurement
Supply chain
Data analysis
Change management
Staffing
Contract management
Process improvement
Support services"
Oracle Enterprise Planning and Budgeting,BISP Solutions Inc.,2-4 Yrs,Not disclosed,Bhopal,"Experience on Installation, Configuration of various Hyperion components. Experience wi...","Performance tuning
Application support
Data analysis
Reconciliation
Budgeting
Oracle
Troubleshooting
SSL"
Software Trainee,Extern Labs Pvt. Ltd.,0-1 Yrs,Not disclosed,Jaipur,Roles and Responsibilities: Assess new application ideas. Work on assignments given by ...,"C++
Data analysis
Coding
Postgresql
Machine learning
Javascript
Data structures
SQL"
VP- Support Services Program-MVP,Iron Systems India Pvt. Ltd,15-18 Yrs,Not disclosed,Noida,"Global Leader in Turnkey, Integration, Supply Chain, Field Deployment & Support Service...","Procurement
Supply chain
Data analysis
Change management
Staffing
Contract management
Process improvement
Support services"
Oracle Enterprise Planning and Budgeting,BISP Solutions Inc.,2-4 Yrs,Not disclosed,Bhopal,"Experience on Installation, Configuration of various Hyperion components. Experience wi...","Performance tuning
Application support
Data analysis
Reconciliation
Budgeting
Oracle
Troubleshooting
SSL"
Hyperion Functional Consultant,BISP Solutions Inc.,5-10 Yrs,Not disclosed,Bhopal,"Job Description: The Hyperion Functional Administrator, as a part of the BISP Solutions...","Data analysis
PDF
Financial reporting
Hyperion
Finance
Reconciliation
Cloud
Budgeting"
Hyperion Essbase and Planning Application Developer,BISP Solutions Inc.,4-9 Yrs,Not disclosed,Bhopal,Job Description: The Hyperion Essbase and Planning Application Developer will be respon...,"Data analysis
Test scripts
Performance management
Reconciliation
Budgeting
Oracle
Business intelligence
Troubleshooting"
Consulting - Sr.Manager,StateStreet Global Advisor Pvt Ltd,8-12 Yrs,Not disclosed,Bengaluru,What you will be responsible for: As Officer you will: Manage high-level analysis to de...,"Data analysis
US GAAP
Consulting
Workflow
Asset management
IFRS
Macros
Financial services"
AVP Transformation,StateStreet Global Advisor Pvt Ltd,6-9 Yrs,Not disclosed,Bengaluru,Role Purpose The Transformation Manager will lead the optimization of corporate process...,"Process automation
Root cause analysis
Data analysis
Process optimization
Data modeling
Project management
Process improvement
Corporate"
Sales Manager,ExecBoardinAsia,5-10 Yrs,Not disclosed,Mumbai,Design and implement a strategic business plan that maintains and grows the company s c...,"Campaign planning
Data analysis
Business planning
Sales process
Management
Monitoring
CRM"
Data Engineer,ExecBoardinAsia,5-10 Yrs,Not disclosed,Bengaluru,"They are looking for an open minded, structured thinker who is passionate about buildin...","Backend
data domain
Business reporting
Coding
Analytical
Product analysis
business rules
Customer support"
"Analyst, Provider Data Management",Valence Health,1-3 Yrs,Not disclosed,Pune,Serves as a liaison between Third-Party Administrator (TPA)/Business Process Outsourcin...,"IT Skills
Python
Tableau
Power BI
BPO
Data analysis
Claims
Visual Basic"
"Process Improvement, SrAssc",StateStreet Global Advisor Pvt Ltd,2-4 Yrs,Not disclosed,Bengaluru,Role Purpose The Transformation associateManager will lead the optimization of corporat...,"Process automation
Data analysis
Process optimization
Process consulting
Data modeling
Project management
Process improvement
Corporate"
Officer Transformation,StateStreet Global Advisor Pvt Ltd,1-4 Yrs,Not disclosed,Bengaluru,"Transformation Manager, Corporate Shared Services Role Purpose The Transformation Manag...","Process automation
Root cause analysis
Data analysis
Process optimization
Data modeling
Project management
Process improvement
Corporate"
Officer Transformation,StateStreet Global Advisor Pvt Ltd,1-4 Yrs,Not disclosed,Bengaluru,Role Purpose The Transformation Manager will lead the optimization of corporate process...,"Process automation
Root cause analysis
Data analysis
Process optimization
Data modeling
Project management
Process improvement
Corporate"
DevOps Tools Engineer,Ameriprise Financial,1-5 Yrs,Not disclosed,"Gurgaon, haryana",Responsibilities POSTING DESCRIPTION RESPONSIBILITIES: As an operations analyst at Amer...,"Service management
Data analysis
MIS
Analytical
Financial planning
Data collection
Incident management
Asset management"
HR & Communications Executive,Lifelab,1-4 Yrs,Not disclosed,Pune,"Job Description The HR & Communications Executive manages the company s recruitment, em...","Payroll
Data analysis
Performance management
Conflict management
Social media
Employee engagement
HR policies
HTTP"
