role,company,exp,salary,location,desc,req
urgent opening in general mills for tableau/alteryx role in mumbai,General Mills India Private Limited,4-8 Yrs,"5,00,000 - 12,00,000 PA.",Mumbai,"Learn and contribute to data analytics projects including Data Quality checks, Data Ana...","Alteryx
knime
Tableau"
hiring for supply leads !,HIVELOOP TECHNOLOGY PRIVATE LIMITED,2-6 Yrs,"12,00,000 - 20,00,000 PA.","Bhubaneshwar, Guwahati, Ranchi, Patna, Kolkata","A degree in engineering, economics or similar field with MBA in General Management from...","Sourcing Specialist
Supply sales
Staples
Sourcing"
data governance,Hyster-Yale Lift Trucks India Pvt Ltd,7-11 Yrs,Not disclosed,Pune,"Lead position Experience should in 7-10 yearsAs a Data Governance professional, you mus...","EDC
Idq
axon
Informatica
Data Governance"
data scientist & python developer,Concentrix Daksh Services India Private Limited.,7-12 Yrs,Not disclosed,"Mumbai, Bengaluru, Hyderabad, Gurgaon, Noida",Location : Gurgaon / Noida/ Bangalore / Hyderabad / Mumbai TECHNICAL SKILLS & KEY RESPO...,"NLP
Artificial Intelligence
Text Analytics
Natural Language Processing
Computer Vision
Machine Learning
Python
Flask"
hr generalist,Utkarsh Small Finance Bank Limited,2-4 Yrs,Not disclosed,Mumbai(Chembur),Conducting Induction & Orientation as per batch planProven working experience in HRDemo...,"Administration
Policies
Induction
Joining Formalities
Data Management
Powerpoint
Recruitment
HR Generalist Activities"
process engineer-smart automation,Citicorp Services India Pvt Ltd,6-11 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru",The Process Engineer is a developing professional role. Deals with most problems indepe...,"Process Automation
Project Management
Business Analytics
Process Engineering
Smart Automation
Business Process Analysis
Lean Six Sigma"
mis executive-hyderabad,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,2-5 Yrs,"2,00,000 - 2,75,000 PA.",Hyderabad,"Job opportunity in Hyderabad for a MIS Reporting, holding 3-5 years’ experience. You wi...","Pivot Table
Excel
MIS
VLOOKUP
Advanced Excel
MIS Reporting"
sr. data science,GSPANN Technologies Inc.,6-11 Yrs,Not disclosed,"Hyderabad, Gurgaon",Job Position Senior Data ScienceExperience 6+ YearsLocation Hyderabad & GurgaonTechnica...,"IT Skills
Python
Data Science
Machine Learning
Cloud
Big Data
AWS
Tableau"
power bi developer-bangalore - 5+ years,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,5-9 Yrs,"12,00,000 - 14,00,000 PA.",Bengaluru,Power Bi Developer job opportunity for a professional holding at least 5 years experien...,"Business Intelligence
MS SQL
Excel
Power Bi
Postgresql
MySQL
Advanced Analytics
Data Analysis"
product owner / product manager,WELLS FARGO EGS (India) PRIVATE LIMITED,6-9 Yrs,Not disclosed,Bengaluru,About Wells FargoWells Fargo & Company (NYSE: WFC) is a leading global financial servic...,"product manager
Agile
Scrum
Product Management
Program Management
Financial Services
Finance
Banking"
urgent opening for solution engineer- mumbai,Peoplefy Infosolutions Pvt. Ltd.,2-6 Yrs,Not disclosed,Mumbai,"Experience in Supply Chain, Logistics, Distribution, Transportation, or manufacturing e...","warehouse design
Solution Design
Layout Design"
trainee product manager,Muthoot Finance Ltd,0-5 Yrs,Not disclosed,Bengaluru,"Research & Data Analysis -Manning of the present customers, Determines customers' needs...","Product Management
New Client Acquisition
New Product Launch
Revenue Generation
Market Research"
merilytics - business manager- analytics - iit/nit/bits,MERITUS INTELYTICS PRIVATE LIMITED,3-5 Yrs,Not disclosed,Hyderabad,Undergraduate degree from a top-tier school in Engineering or Math and strong performan...,"analytics
python
tableau
data analytics
data modeling
Business Analytics
Data Analysis
power bi"
nlp - ai - python,Legato Health Technologies LLP,7-12 Yrs,Not disclosed,Hyderabad,"Dear Candidate, We have below open role with Legato (Product org). https://www.legatohe...","NLP
AI
Python
IT Skills
Python
Machine Learning
AWS"
nlp - ai - python,Legato Health Technologies LLP,2-7 Yrs,Not disclosed,Hyderabad,"Dear Candidate, We have below open role with Legato (Product org). https://www.legatohe...","NLP
AI
Python"
data scientist/data science/ data science lead,Holcim Services (South Aisa) Limited,6-11 Yrs,Not disclosed,Navi Mumbai,"Job description Experience: 6- 12 Years Job Location : Airoli, Navi Mumbai Education : ...","deep learning
algorithms
python
r
nlp
data mining
data structures
mysql"
it sr. software engineer,Fastenal India Sourcing IT & Procurement Pvt Ltd,5-10 Yrs,Not disclosed,India,Roles and Responsibilities OVERVIEW: Working as a Full-Time IT Senior Software Engeinee...,"JSON APIs
Enterprise Search
Software Development
Software Engineering
Hadoop
Data Analysis
Kafka
Data Security"
it software engineer,Fastenal India Sourcing IT & Procurement Pvt Ltd,2-7 Yrs,Not disclosed,"Other National Locations, India","Possess a bachelors degree in computer science, information systems, or other related e...","natural language processing
Hadoop
Kafka
machine learning
Analytics
Technical Architecture
SQL queries
Software Development"
tableau developer,Medline Industries India Pvt. Ltd.,1-6 Yrs,Not disclosed,"Pune, Pune City",About Medline: Medline Industries IndiaPvt. Ltd. is engaged in providing offshore busin...,"Tableau developer
Tableau"
data scientist/data science/ data science lead,Holcim Services (South Aisa) Limited,6-11 Yrs,Not disclosed,Navi Mumbai,"Job description Experience: 6- 12 Years Job Location : Airoli, Navi Mumbai Education : ...","deep learning
algorithms
python
r
nlp
data mining
data structures
mysql"
it sr. software engineer,Fastenal India Sourcing IT & Procurement Pvt Ltd,5-10 Yrs,Not disclosed,India,Roles and Responsibilities OVERVIEW: Working as a Full-Time IT Senior Software Engeinee...,"JSON APIs
Enterprise Search
Software Development
Software Engineering
Hadoop
Data Analysis
Kafka
Data Security"
it software engineer,Fastenal India Sourcing IT & Procurement Pvt Ltd,2-7 Yrs,Not disclosed,"Other National Locations, India","Possess a bachelors degree in computer science, information systems, or other related e...","natural language processing
Hadoop
Kafka
machine learning
Analytics
Technical Architecture
SQL queries
Software Development"
tableau developer,Medline Industries India Pvt. Ltd.,1-6 Yrs,Not disclosed,"Pune, Pune City",About Medline: Medline Industries IndiaPvt. Ltd. is engaged in providing offshore busin...,"Tableau developer
Tableau"
"big data engineer, smart mfg & ai",Micron Technology Operations India LLP,0-5 Yrs,Not disclosed,Hyderabad,"Minimum of 2 years experience in any of the following: At least one high-level client, ...","C#
Java
C++
Software Engineering
Data Structures
Hadoop
Javascript
SQL Server"
marketing sales communications manager,V P Placement,1-6 Yrs,Not disclosed,Pune,Key Responsibility Areas: Creating and implementing plans to increase market share Over...,"Data analysis
Automation
Sales
Social media
Market research
market data
SEO
Marketing budget"
manager ? bfsi,MicroSave India Foundation,5-10 Yrs,Not disclosed,"Lucknow, Delhi",Essential Skills The ideal candidate should have strong knowledge and expertise in incl...,"Digital media
Data analysis
Due diligence
human capital
project support
Business analysis
Sociology
Market research"
business reporting and governance manager,GOLDEN OPPORTUNITIES PVT LTD.,15-20 Yrs,Not disclosed,Noida,Job Description 20+ years of experience overall with minimum 10-15 years in Business In...,"Automation
Data analysis
Change management
Project management
Consulting
Incident management
MS Office
Information technology"
devops engineer - aws,Burgeon IT Services Pvt ltd,4-9 Yrs,Not disclosed,Pune,"Detailed Job Description : Technical Skills DevOps Tools Kubernetes, Jenkins, Git, Dock...","IT services
Maven
Data analysis
GIT
Configuration management
devops
MySQL
Cloud"
business analyst,iris informatics,2-4 Yrs,Not disclosed,Indore,Roles and Responsibilities Problem Solving Analysis Understanding Business problems and...,"IT Skills
Python
Tableau
Printing
Typesetting
Business Analyst"
internship in digital marketing,Dynamisers Solutions,0-1 Yrs,Not disclosed,Delhi,Learning Roles and Responsibilities How to Design and oversee all aspects of our digita...,"IT Skills
Digital Marketing
Display advertising
PDF
Email marketing
Social media
SEM
SEO"
manager mis,Adept Recruiting,2-5 Yrs,Not disclosed,Mumbai,"Responsibilities Candidates can look forward to regular client contact, a role in busin...","Analytical skills
Administration
Proposal writing
Data analysis
Head HR
Business reporting
Consulting
Wordpress"
data analyst,Sachar Gaming Pvt Ltd,2-6 Yrs,Not disclosed,Mumbai,Role Responsibilities Build a methodical forensic approach to analysis of high value cu...,"customer marketing
Excel
Financial reporting
Marketing campaigns
Forensic
Gaming
Financial modelling
Operations"
mdm - sr. manager,Pricewaterhouse Coopers Private Limited,5-9 Yrs,Not disclosed,Gurgaon,"Responsibilities Maintain MDM systems - MDM Concept, Mappings, Data validation, Data Qu...","Administration
Data analysis
Change management
Project management
Analytical
Financial planning
Workflow
Manager Quality Control"
sr. data scientist - data sciences,GEP,5-10 Yrs,Not disclosed,Hyderabad,"What you will do Working on Computer Vision, Natural Language processing, Deep Learning...","Procurement
Supply chain
Computer vision
deep learning
International operations
Finance
Natural language processing
Quest"
clinical site specialist,Cytel Statistical Software & Services Pvt. Ltd.,3-8 Yrs,Not disclosed,India,The Clinical Site Specialist will support project management and research operations re...,"IT Skills
Project Management
BPO
project management
Operations research
Data research
Project management
clinical development"
sr. pricing bi analyst,Schneider Electric India Pvt. Ltd.,3-6 Yrs,Not disclosed,India,DESCRIPTION OF THEJOB Scope forCommercial Policy and Pricing Pricingstream aims to work...,"Change management
metadata
Manager Quality Assurance
query optimization
Business analytics
Data quality
Agile methodology
Informatica"
tech lead - front - end,Ameriprise Financial,3-4 Yrs,Not disclosed,"Gurgaon, haryana",Job Description Lead Front - End developer is a key member of an agile team responsible...,"Aix
SAN
Automation
Front end
Linux
Solaris
Agile
Technical Lead"
manager,Clinton Health Access Initiative,8-12 Yrs,Not disclosed,Delhi,"Responsibilities Key responsibilities include, but are not limited to, the following: D...","Procurement
Supply chain management
Diagnostics
Analytical
Pharma
HTTP
Forecasting
Analytics"
content marketing manager,ExecBoardinAsia,11-15 Yrs,Not disclosed,Bengaluru,Content Marketing Managers will manage a team of data analysts and content creators and...,"digital content
Sales
Marketing campaigns
content marketing
Management
SEO
Marketing budget"
sr. content marketer,Shieldsquare,3-7 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in relevant technical fieldTech-savvy, worked in B2B environment, sho...","Technical content writing
B2B
content creator
Content Marketer
technology content creator"
murex datamart reporting professional,Accenture Solutions Pvt Ltd,2-6 Yrs,Not disclosed,Bengaluru,15 years of full time education Additional Information : A Good in communication skills...,"SQL query
Configuration
Business Process
Unix scripting
Application Design
Murex Datamart Reporting"
digital data engineering practitioner,Accenture Solutions Pvt Ltd,5-10 Yrs,Not disclosed,Hyderabad,"15 years of full time education 2 Experience using cloud services: RDS, Athena, Redshif...","RDS
S3
Trees
ggplot
Spark Programming
Data Engineering
Python Scripting
Periscope"
data scientist for leading malaysian retai bank -work in kuala lumpur,Mission Consultancy Services,3-8 Yrs,"1,00,000 - 1,50,000 PA.",Malaysia,Join the analytics team of a large malaysian consumer bank and build crosell and upsell...,"Predictive Modeling
Analytics
Python
Product Development
Customer Experience
Insurance
Banking
Personal Loans"
data scientist,Anlage Infotech (I) Pvt. Ltd.,10-16 Yrs,Not disclosed,Pune,"Bachelors degree in computer science or a related discipline, or equivalent work experi...","Data Science
AI/ML
Python
IT Skills
Python
Data Science
Cloud
Big Data"
sr. product devops engineer,FRACTAL ANALYTICS PVT. LTD,5-10 Yrs,Not disclosed,Mumbai,The person should be pedantic about logging and monitoring every aspect of the system a...,"Azure
Terraform
Docker
Linux
Networking
Ansible
Cloud
AWS"
data modeler // yash technologies // indore / pune - hinjewadi,Yash Technologies Pvt Ltd,7-10 Yrs,Not disclosed,"Pune, Indore","Hands on and deep expertise in Data Modeling. Advanced skills in ER design, dimensional...","IT Skills
Java
Python
Cloud
Big Data
Tableau
Power BI
PowerBI"
data engineer - big data/spark/java,Codalyze,5-8 Yrs,Not disclosed,Mumbai,Job Overview : Your mission is to help lead team towards creating solutions that improv...,"IT Skills
Java
Python
Software Development
Cloud
Big Data
AWS
Azure"
actuarial gi manager,FutureTrack Edutech Pvt Ltd,5-7 Yrs,Not disclosed,Mumbai,#NAME?,"Predictive Modeling
Regulatory Reporting
Business Planning
Risk Analytics
Finance
Report Preparation
Data Analysis
Product Pricing"
python developer,Software Data India Ltd.,4-6 Yrs,"6,00,000 - 12,00,000 PA.",Gurgaon,"Due to prevailing lock down scenario, preference to candidates only based in Delhi / NC...","NLTK
python
PySpark
MySQL
Pandas
Web Crawling
Data Cleaning
Machine Learning"
strategic business unit planner,Anram Solutions India Pvt Ltd,4-7 Yrs,Not disclosed,Hyderabad,Qualification: GraduationWork Experience Required: 4-7 Years,"SAP Material Management
Schedules
MRP
Support Planner
APICS Certification"
